alignment,combat,durability,gender,height,id,image,intelligence,name,power,publisher,race,speed,strength,weight
neutral,75,85,Male,213 cm,547,https://www.superherodb.com/pictures2/portraits/10/100/1342.jpg,50,Red Hulk,82,Marvel Comics,Human / Radiation,47,100,630 kg
bad,80,14,Male,188 cm,550,https://www.superherodb.com/pictures2/portraits/10/100/1392.jpg,75,Red Skull,19,Marvel Comics,null,12,10,108 kg
good,40,60,Male,185 cm,551,https://www.superherodb.com/pictures2/portraits/10/100/1149.jpg,75,Red Tornado,100,DC Comics,Android,67,38,146 kg
bad,null,null,Male,0 cm,552,https://www.superherodb.com/pictures2/portraits/10/100/1081.jpg,null,Redeemer II,null,Image Comics,null,null,null,0 kg
bad,null,null,Male,0 cm,553,https://www.superherodb.com/pictures2/portraits/10/100/1092.jpg,null,Redeemer III,null,Image Comics,null,null,null,0 kg
good,35,10,Female,297 cm,555,https://www.superherodb.com/pictures2/portraits/10/100/10561.jpg,63,Rey,87,George Lucas,Human,21,8,0 kg
bad,95,28,Male,185 cm,557,https://www.superherodb.com/pictures2/portraits/10/100/1352.jpg,88,Rick Flag,19,DC Comics,null,23,11,85 kg
bad,14,14,Male,0 cm,558,https://www.superherodb.com/pictures2/portraits/10/100/768.jpg,100,Riddler,10,DC Comics,null,12,10,0 kg
bad,85,90,Male,196 cm,556,https://www.superherodb.com/pictures2/portraits/10/100/15.jpg,25,Rhino,36,Marvel Comics,Human / Radiation,43,80,320 kg
good,25,10,Male,0 cm,559,https://www.superherodb.com/pictures2/portraits/10/100/10543.jpg,100,Rip Hunter,100,DC Comics,Human,8,8,0 kg
good,85,28,Male,178 cm,561,https://www.superherodb.com/pictures2/portraits/10/100/850.jpg,88,Robin,32,Batman II,Human,27,11,79 kg
good,null,null,Female,180 cm,560,https://www.superherodb.com/pictures2/portraits/10/100/1291.jpg,null,Ripcord,null,Marvel Comics,null,null,null,72 kg
good,null,null,Female,0 cm,554,https://www.superherodb.com/pictures2/portraits/10/100/1151.jpg,null,Renata Soliz,null,HarperCollins,null,null,null,0 kg
good,85,28,Male,183 cm,562,https://www.superherodb.com/pictures2/portraits/10/100/849.jpg,75,Robin II,28,Red Hood,Human,27,11,101 kg
good,65,16,Male,137 cm,564,https://www.superherodb.com/pictures2/portraits/10/100/1473.jpg,69,Robin V,29,DC Comics,Human,33,8,38 kg
good,85,28,Male,165 cm,563,https://www.superherodb.com/pictures2/portraits/10/100/769.jpg,81,Robin III,29,Red Robin,Human,27,11,56 kg
good,64,28,Male,122 cm,566,https://www.superherodb.com/pictures2/portraits/10/100/10010.jpg,50,Rocket Raccoon,28,Marvel Comics,Animal,23,5,25 kg
good,80,28,Female,173 cm,567,https://www.superherodb.com/pictures2/portraits/10/100/831.jpg,75,Rogue,80,Marvel Comics,null,12,10,54 kg
neutral,70,20,Female,0 cm,565,https://www.superherodb.com/pictures2/portraits/10/100/10394.jpg,50,Robin VI,17,DC Comics,Human,25,8,0 kg
good,80,10,Male,191 cm,568,https://www.superherodb.com/pictures2/portraits/10/100/1202.jpg,56,Ronin,13,Goliath,Human,21,12,104 kg
good,56,14,Female,170 cm,571,https://www.superherodb.com/pictures2/portraits/10/100/117.jpg,75,Sage,28,Marvel Comics,null,12,10,61 kg
good,80,20,Male,168 cm,569,https://www.superherodb.com/pictures2/portraits/10/100/771.jpg,75,Rorschach,23,DC Comics,Human,29,10,63 kg
neutral,60,90,Male,185 cm,572,https://www.superherodb.com/pictures2/portraits/10/100/621.jpg,44,Sandman,100,Marvel Comics,Human,46,75,203 kg
bad,100,90,Male,198 cm,570,https://www.superherodb.com/pictures2/portraits/10/100/17.jpg,56,Sabretooth,50,Marvel Comics,Mutant,38,48,171 kg
good,42,56,Male,305 cm,573,https://www.superherodb.com/pictures2/portraits/10/100/863.jpg,75,Sasquatch,15,Marvel Comics,null,23,80,900 kg
good,72,85,Male,0 cm,575,https://www.superherodb.com/pictures2/portraits/10/100/1117.jpg,63,Savage Dragon,66,Image Comics,null,54,70,0 kg
bad,50,14,Male,183 cm,576,https://www.superherodb.com/pictures2/portraits/10/100/819.jpg,81,Scarecrow,48,DC Comics,Human,12,10,63 kg
good,56,40,Male,193 cm,578,https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg,88,Scarlet Spider II,37,Marvel Comics,Clone,60,55,113 kg
bad,80,70,Female,170 cm,579,https://www.superherodb.com/pictures2/portraits/10/100/444.jpg,100,Scarlet Witch,100,Marvel Comics,Mutant,29,10,59 kg
bad,70,100,Male,279 cm,574,https://www.superherodb.com/pictures2/portraits/10/100/10849.jpg,88,Sauron,100,J. R. R. Tolkien,Maiar,33,85,0 kg
good,56,74,Male,178 cm,577,https://www.superherodb.com/pictures2/portraits/10/100/174.jpg,75,Scarlet Spider,46,Spider-Carnage,Human,60,53,74 kg
bad,28,28,Female,0 cm,580,https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg,38,Scorpia,34,Marvel Comics,null,42,28,0 kg
bad,80,85,Male,211 cm,581,https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg,50,Scorpion,49,Venom III,Human,60,52,310 kg
neutral,40,84,Male,188 cm,583,https://www.superherodb.com/pictures2/portraits/10/100/447.jpg,75,Sentry,100,Marvel Comics,Mutant,100,100,87 kg
good,75,100,-,185 cm,584,https://www.superherodb.com/pictures2/portraits/10/100/121.jpg,75,Shadow King,100,Marvel Comics,null,27,12,149 kg
bad,56,95,Male,0 cm,582,https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg,63,Sebastian Shaw,36,Marvel Comics,Mutant,12,85,0 kg
good,80,20,Female,173 cm,585,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg,63,Shadow Lass,79,DC Comics,Talokite,67,10,54 kg
good,70,25,Female,168 cm,586,https://www.superherodb.com/pictures2/portraits/10/100/122.jpg,88,Shadowcat,69,Marvel Comics,Mutant,21,8,50 kg
good,84,64,Male,191 cm,588,https://www.superherodb.com/pictures2/portraits/10/100/124.jpg,63,Shatterstar,49,Marvel Comics,null,45,48,88 kg
good,100,50,Male,178 cm,587,https://www.superherodb.com/pictures2/portraits/10/100/454.jpg,63,Shang-Chi,29,Marvel Comics,Human,30,12,79 kg
good,42,28,Female,173 cm,592,https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg,50,Shriek,45,Marvel Comics,null,23,10,52 kg
good,70,100,Female,201 cm,589,https://www.superherodb.com/pictures2/portraits/10/100/125.jpg,81,She-Hulk,40,Marvel Comics,Human,42,100,315 kg
good,null,null,Female,0 cm,593,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg,null,Shrinking Violet,null,DC Comics,null,null,null,0 kg
bad,56,70,Male,175 cm,591,https://www.superherodb.com/pictures2/portraits/10/100/19.jpg,63,Shocker,79,Marvel Comics,Human,23,10,79 kg
good,70,80,Female,188 cm,594,https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg,63,Sif,100,Marvel Comics,Asgardian,67,90,191 kg
good,65,80,Female,183 cm,590,https://www.superherodb.com/pictures2/portraits/10/100/461.jpg,69,She-Thing,23,Ms Marvel II,Human / Radiation,21,72,153 kg
good,65,70,Female,0 cm,595,https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg,75,Silk,71,Marvel Comics,Human,71,48,0 kg
good,null,null,Female,0 cm,596,https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg,null,Silk Spectre,null,DC Comics,null,null,null,0 kg
good,null,null,Female,0 cm,597,https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg,null,Silk Spectre II,null,DC Comics,null,null,51,0 kg
good,32,90,Male,193 cm,598,https://www.superherodb.com/pictures2/portraits/10/100/127.jpg,56,Silver Surfer,100,Marvel Comics,Alien,100,100,101 kg
good,42,42,Female,157 cm,599,https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg,50,Silverclaw,34,Marvel Comics,null,35,28,50 kg
good,60,55,Male,0 cm,600,https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg,56,Simon Baz,100,DC Comics,Human,42,90,0 kg
neutral,55,64,Male,201 cm,601,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg,75,Sinestro,100,DC Comics,Korugaran,53,85,92 kg
bad,60,60,Female,175 cm,602,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg,56,Siren,92,DC Comics,Atlantean,79,62,72 kg
bad,null,null,Female,0 cm,603,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg,null,Siren II,null,DC Comics,null,null,null,0 kg
bad,42,28,Female,168 cm,604,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg,38,Siryn,50,Marvel Comics,null,47,8,52 kg
good,52,42,Female,178 cm,607,https://www.superherodb.com/pictures2/portraits/10/100/130.jpg,50,Snowbird,70,Marvel Comics,null,27,32,49 kg
bad,null,null,Male,0 cm,606,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg,null,Snake-Eyes,null,Marvel Comics,Animal,null,null,0 kg
good,56,46,Male,0 cm,608,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg,50,Sobek,20,DC Comics,null,23,34,0 kg
bad,30,100,Male,279 cm,609,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg,9,Solomon Grundy,92,DC Comics,Zombie,13,93,437 kg
good,80,40,Male,188 cm,611,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg,38,Space Ghost,95,DC Comics,Human,33,18,113 kg
good,56,42,Female,165 cm,610,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg,75,Songbird,55,Marvel Comics,null,27,36,65 kg
good,95,90,Male,211 cm,612,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg,75,Spawn,100,Image Comics,Demon,50,60,405 kg
good,70,100,Male,0 cm,613,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg,88,Spectre,100,Aztar,God / Eternal,100,100,0 kg
good,null,null,Male,0 cm,614,https://www.superherodb.com/pictures2/portraits/10/100/132.jpg,null,Speedball,null,Penance II,null,null,null,0 kg
bad,null,null,Male,0 cm,617,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg,null,Spider-Carnage,null,Scarlet Spider,Symbiote,null,69,0 kg
good,70,20,Female,0 cm,615,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg,50,Speedy,26,DC Comics,Human,33,6,0 kg
good,null,null,Male,0 cm,616,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg,null,Speedy,null,Arsenal,Human,null,null,0 kg
good,75,65,Female,170 cm,618,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg,63,Spider-Girl,53,Marvel Comics,Human,60,38,54 kg
good,null,null,-,178 cm,621,https://www.superherodb.com/pictures2/portraits/10/100/479.jpg,null,Spider-Man,null,Marvel Comics,Human,null,57,77 kg
good,85,75,Male,178 cm,620,https://www.superherodb.com/pictures2/portraits/10/100/133.jpg,90,Spider-Man,74,Marvel Comics,Human,67,55,74 kg
good,70,70,Female,165 cm,619,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg,75,Spider-Gwen,66,Marvel Comics,Human,63,55,56 kg
good,70,60,Female,178 cm,623,https://www.superherodb.com/pictures2/portraits/10/100/481.jpg,56,Spider-Woman,68,Marvel Comics,Human,42,42,59 kg
good,null,null,Male,157 cm,622,https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg,null,Spider-Man,null,Marvel Comics,Human,null,58,56 kg
good,null,null,Female,0 cm,624,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg,null,Spider-Woman II,null,Marvel Comics,null,null,null,0 kg
bad,null,null,Female,178 cm,626,https://www.superherodb.com/pictures2/portraits/10/100/883.jpg,null,Spider-Woman IV,null,Marvel Comics,null,null,null,58 kg
good,40,40,Male,185 cm,627,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg,81,Spock,56,Star Trek,Human-Vulcan,17,18,81 kg
good,28,42,Female,173 cm,625,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg,50,Spider-Woman III,60,Marvel Comics,null,27,48,55 kg
good,30,60,Male,183 cm,628,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg,50,Spyke,48,Marvel Comics,Mutant,17,12,83 kg
good,70,50,Male,188 cm,630,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg,69,Star-Lord,25,Marvel Comics,Human-Spartoi,33,20,79 kg
good,null,null,Female,0 cm,629,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg,null,Stacy X,null,Marvel Comics,null,null,null,0 kg
good,55,90,Female,165 cm,633,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg,63,Stargirl,87,DC Comics,Human,25,80,62 kg
good,85,110,Male,0 cm,631,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg,88,Stardust,100,Marvel Comics,null,100,85,0 kg
good,70,85,Female,193 cm,632,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg,50,Starfire,59,DC Comics,Tamaranean,33,80,71 kg
good,40,50,Male,170 cm,634,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg,69,Static,90,DC Comics,Mutant,42,8,63 kg
good,10,10,Female,0 cm,636,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg,69,Stephanie Powell,24,ABC Studios,null,54,10,0 kg
bad,100,100,Male,183 cm,637,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg,94,Steppenwolf,100,DC Comics,New God,83,100,91 kg
good,64,90,Male,201 cm,635,https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg,81,Steel,64,DC Comics,null,53,82,131 kg
good,70,25,Male,173 cm,640,https://www.superherodb.com/pictures2/portraits/10/100/138.jpg,63,Sunspot,90,Marvel Comics,Mutant,35,63,77 kg
bad,20,15,Male,183 cm,639,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg,10,Stormtrooper,5,George Lucas,Human,8,8,0 kg
good,60,90,Male,170 cm,641,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg,75,Superboy,95,DC Comics,null,83,95,68 kg
good,75,30,Female,180 cm,638,https://www.superherodb.com/pictures2/portraits/10/100/135.jpg,75,Storm,88,Marvel Comics,Mutant,47,10,57 kg
bad,85,100,Male,180 cm,642,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg,94,Superboy-Prime,100,DC Comics,Kryptonian,100,100,77 kg
good,85,100,Male,191 cm,644,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg,94,Superman,100,Superman Prime One-Million,Kryptonian,100,100,101 kg
good,75,100,Female,165 cm,643,https://www.superherodb.com/pictures2/portraits/10/100/790.jpg,94,Supergirl,100,DC Comics,Kryptonian,100,100,54 kg
bad,55,100,Male,0 cm,645,https://www.superherodb.com/pictures2/portraits/10/100/792.jpg,88,Swamp Thing,100,DC Comics,God / Eternal,25,95,0 kg
bad,35,90,Male,196 cm,646,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg,75,Swarm,38,Marvel Comics,Mutant,50,18,47 kg
good,56,28,Male,180 cm,648,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg,75,Synch,74,Marvel Comics,null,23,67,74 kg
bad,56,28,Male,0 cm,647,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg,75,Sylar,91,NBC - Heroes,null,12,10,0 kg
bad,75,100,Male,183 cm,649,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg,75,T-1000,100,Dark Horse Comics,Android,33,34,146 kg
bad,65,60,Male,0 cm,650,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg,75,T-800,73,Dark Horse Comics,Cyborg,17,34,176 kg
bad,75,90,Male,0 cm,651,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg,75,T-850,83,Dark Horse Comics,Cyborg,25,80,198 kg
bad,100,20,Male,188 cm,653,https://www.superherodb.com/pictures2/portraits/10/100/21.jpg,75,Taskmaster,63,Marvel Comics,Human,50,12,99 kg
good,60,28,Female,163 cm,654,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg,38,Tempest,66,Angel Salvadore,null,45,10,54 kg
bad,80,100,Male,201 cm,655,https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg,100,Thanos,100,Marvel Comics,Eternal,33,100,443 kg
bad,80,85,Female,0 cm,652,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg,75,T-X,100,Dark Horse Comics,Cyborg,29,63,149 kg
good,64,32,Male,0 cm,656,https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg,38,The Cape,22,null,null,23,10,0 kg
neutral,80,10,Male,188 cm,657,https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg,63,The Comedian,12,DC Comics,Human,17,14,101 kg
good,80,100,Male,183 cm,658,https://www.superherodb.com/pictures2/portraits/10/100/139.jpg,75,Thing,38,Marvel Comics,Human / Radiation,21,84,225 kg
good,100,100,Male,198 cm,659,https://www.superherodb.com/pictures2/portraits/10/100/140.jpg,69,Thor,100,Rune King Thor,Asgardian,83,100,288 kg
good,null,null,Male,0 cm,662,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg,null,Thunderbird II,null,Warpath,null,null,null,0 kg
good,70,32,Male,185 cm,661,https://www.superherodb.com/pictures2/portraits/10/100/611.jpg,50,Thunderbird,13,Marvel Comics,null,27,32,101 kg
good,70,84,Female,175 cm,660,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg,75,Thor Girl,100,Marvel Comics,Asgardian,70,83,143 kg
good,72,84,Male,198 cm,664,https://www.superherodb.com/pictures2/portraits/10/100/177.jpg,63,Thunderstrike,42,Marvel Comics,null,70,80,288 kg
good,null,null,Male,175 cm,663,https://www.superherodb.com/pictures2/portraits/10/100/141.jpg,null,Thunderbird III,null,Marvel Comics,null,null,null,74 kg
good,54,64,Female,218 cm,665,https://www.superherodb.com/pictures2/portraits/10/100/508.jpg,38,Thundra,26,Marvel Comics,null,32,81,158 kg
bad,28,70,Male,185 cm,666,https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg,38,Tiger Shark,51,Marvel Comics,Human,46,72,203 kg
good,90,38,Female,178 cm,667,https://www.superherodb.com/pictures2/portraits/10/100/42.jpg,63,Tigra,33,Marvel Comics,null,53,32,81 kg
bad,14,14,Male,163 cm,668,https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg,100,Tinkerer,10,Marvel Comics,null,23,10,54 kg
good,null,null,Male,0 cm,669,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg,null,Titan,null,HarperCollins,null,null,null,0 kg
neutral,28,56,Male,175 cm,670,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg,50,Toad,70,Marvel Comics,Mutant,58,34,76 kg
good,70,84,Male,188 cm,671,https://www.superherodb.com/pictures2/portraits/10/100/848.jpg,56,Toxin,82,Marvel Comics,Symbiote,70,73,97 kg
good,70,85,Male,191 cm,672,https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg,75,Toxin,97,Anti-Venom,Symbiote,42,80,117 kg
good,null,null,Female,0 cm,673,https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg,null,Tracy Strauss,null,NBC - Heroes,null,null,null,0 kg
-,null,null,Male,183 cm,674,https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg,null,Trickster,null,DC Comics,Human,null,null,81 kg
bad,null,null,Male,0 cm,675,https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg,null,Trigon,null,DC Comics,God / Eternal,null,99,0 kg
good,42,42,Female,168 cm,676,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg,63,Triplicate Girl,44,DC Comics,null,23,10,59 kg
good,55,65,Male,188 cm,677,https://www.superherodb.com/pictures2/portraits/10/100/513.jpg,56,Triton,35,Marvel Comics,Inhuman,50,63,86 kg
bad,28,14,Male,183 cm,678,https://www.superherodb.com/pictures2/portraits/10/100/802.jpg,88,Two-Face,9,DC Comics,null,12,10,82 kg
good,80,70,Female,168 cm,679,https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg,50,Ultragirl,35,Marvel Comics,null,35,80,105 kg
bad,64,100,Male,206 cm,680,https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg,88,Ultron,100,Marvel Comics,Android,42,83,331 kg
bad,64,84,Male,15.2 meters,681,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg,50,Utgard-Loki,85,Marvel Comics,Frost Giant,23,80,58 tons
good,null,null,Female,175 cm,683,https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg,null,Valerie Hart,null,Team Epic TV,null,null,null,56 kg
good,null,null,Female,168 cm,682,https://www.superherodb.com/pictures2/portraits/10/100/145.jpg,null,Vagabond,null,Marvel Comics,null,null,null,54 kg
bad,42,56,Male,165 cm,685,https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg,63,Vanisher,61,Marvel Comics,null,75,10,79 kg
good,null,null,Female,191 cm,684,https://www.superherodb.com/pictures2/portraits/10/100/147.jpg,null,Valkyrie,null,Marvel Comics,null,null,94,214 kg
bad,84,84,Male,191 cm,687,https://www.superherodb.com/pictures2/portraits/10/100/22.jpg,75,Venom,86,Anti-Venom,Symbiote,65,57,117 kg
bad,100,95,Male,168 cm,686,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg,81,Vegeta,100,Shueisha,Saiyan,92,100,73 kg
bad,56,70,Male,175 cm,688,https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg,50,Venom II,54,Marvel Comics,null,47,57,50 kg
bad,56,90,Male,229 cm,689,https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg,63,Venom III,73,Scorpion,Symbiote,35,73,334 kg
-,100,100,Male,226 cm,690,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg,69,Venompool,100,Deadpool,Symbiote,63,57,0 kg
good,null,null,Female,168 cm,691,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg,null,Vertigo II,null,Blaquesmith,null,null,null,52 kg
good,30,30,Male,178 cm,692,https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg,50,Vibe,99,DC Comics,Human,17,10,71 kg
good,70,64,Female,165 cm,693,https://www.superherodb.com/pictures2/portraits/10/100/150.jpg,63,Vindicator,58,Vindicator II,Human,53,63,54 kg
bad,null,null,Male,0 cm,695,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg,null,Violator,null,Image Comics,null,null,53,0 kg
good,null,null,Male,0 cm,694,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg,null,Vindicator,null,Marvel Comics,null,null,null,0 kg
good,70,95,Male,191 cm,697,https://www.superherodb.com/pictures2/portraits/10/100/532.jpg,100,Vision,100,Anti-Vision,Android,54,72,135 kg
good,15,50,Female,137 cm,696,https://www.superherodb.com/pictures2/portraits/10/100/825.jpg,56,Violet Parr,79,Dark Horse Comics,Human,13,9,41 kg
good,null,null,-,191 cm,698,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg,null,Vision II,null,Anti-Vision,null,null,null,135 kg
good,25,50,Female,175 cm,699,https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg,50,Vixen,62,DC Comics,Human,50,38,63 kg
good,null,null,Male,0 cm,700,https://www.superherodb.com/pictures2/portraits/10/100/854.jpg,null,Vulcan,null,Marvel Comics,null,null,56,0 kg
bad,30,25,Male,180 cm,701,https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg,75,Vulture,26,Marvel Comics,Human,42,22,79 kg
bad,20,50,Male,183 cm,702,https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg,50,Walrus,11,Marvel Comics,Human,8,28,162 kg
good,85,100,Male,185 cm,703,https://www.superherodb.com/pictures2/portraits/10/100/536.jpg,63,War Machine,100,Marvel Comics,Human,63,80,95 kg
good,null,null,Female,180 cm,704,https://www.superherodb.com/pictures2/portraits/10/100/153.jpg,null,Warbird,null,Binary,null,null,null,54 kg
good,95,95,Male,188 cm,705,https://www.superherodb.com/pictures2/portraits/10/100/154.jpg,88,Warlock,71,Marvel Comics,null,79,36,108 kg
bad,50,28,Male,173 cm,706,https://www.superherodb.com/pictures2/portraits/10/100/1353.jpg,38,Warp,85,DC Comics,null,23,10,67 kg
good,84,70,Male,218 cm,707,https://www.superherodb.com/pictures2/portraits/10/100/541.jpg,38,Warpath,26,Thunderbird II,Mutant,47,72,158 kg
good,42,52,Female,163 cm,708,https://www.superherodb.com/pictures2/portraits/10/100/155.jpg,63,Wasp,29,Marvel Comics,Human,58,17,50 kg
good,56,89,Male,0 cm,709,https://www.superherodb.com/pictures2/portraits/10/100/516.jpg,100,Watcher,100,Marvel Comics,null,67,80,0 kg
bad,null,null,Male,0 cm,710,https://www.superherodb.com/pictures2/portraits/10/100/1318.jpg,null,Weapon XI,null,Marvel Comics,null,null,null,0 kg
bad,90,15,Female,0 cm,711,https://www.superherodb.com/pictures2/portraits/10/100/10542.jpg,63,White Canary,49,DC Comics,Human,33,7,0 kg
good,null,null,Female,178 cm,712,https://www.superherodb.com/pictures2/portraits/10/100/157.jpg,null,White Queen,null,Marvel Comics,null,null,null,65 kg
good,42,100,Male,0 cm,713,https://www.superherodb.com/pictures2/portraits/10/100/1186.jpg,50,Wildfire,77,DC Comics,null,23,32,0 kg
good,84,65,Male,175 cm,714,https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg,56,Winter Soldier,60,Marvel Comics,Human,35,32,117 kg
good,42,42,Female,366 cm,716,https://www.superherodb.com/pictures2/portraits/10/100/160.jpg,38,Wolfsbane,26,Marvel Comics,null,35,16,473 kg
good,null,null,-,140 cm,715,https://www.superherodb.com/pictures2/portraits/10/100/159.jpg,null,Wiz Kid,null,Marvel Comics,null,null,null,39 kg
good,100,100,Male,160 cm,717,https://www.superherodb.com/pictures2/portraits/10/100/161.jpg,63,Wolverine,89,Marvel Comics,Mutant,50,32,135 kg
good,60,80,Female,165 cm,718,https://www.superherodb.com/pictures2/portraits/10/100/1497.jpg,75,Wonder Girl,39,DC Comics,Demi-God,25,90,51 kg
good,64,90,Male,188 cm,719,https://www.superherodb.com/pictures2/portraits/10/100/162.jpg,75,Wonder Man,64,Marvel Comics,null,53,100,171 kg
good,100,100,Female,183 cm,720,https://www.superherodb.com/pictures2/portraits/10/100/807.jpg,88,Wonder Woman,100,DC Comics,Amazon,79,100,74 kg
good,null,null,Female,0 cm,721,https://www.superherodb.com/pictures2/portraits/10/100/1290.jpg,null,Wondra,null,Marvel Comics,null,null,null,0 kg
good,56,1,Male,196 cm,722,https://www.superherodb.com/pictures2/portraits/10/100/164.jpg,10,Wyatt Wingfoot,1,Marvel Comics,null,12,10,117 kg
good,84,95,Male,175 cm,724,https://www.superherodb.com/pictures2/portraits/10/100/1150.jpg,88,X-Man,100,Marvel Comics,null,53,53,61 kg
good,95,100,Female,155 cm,723,https://www.superherodb.com/pictures2/portraits/10/100/565.jpg,75,X-23,55,Marvel Comics,Mutant / Clone,42,24,50 kg
bad,null,null,Male,188 cm,725,https://www.superherodb.com/pictures2/portraits/10/100/23.jpg,null,Yellow Claw,null,Marvel Comics,null,null,null,95 kg
good,14,28,Male,183 cm,726,https://www.superherodb.com/pictures2/portraits/10/100/70.jpg,88,Yellowjacket,12,Ant-Man,Human,12,10,83 kg
good,28,100,Male,304.8 meters,728,https://www.superherodb.com/pictures2/portraits/10/100/179.jpg,50,Ymir,98,Marvel Comics,Frost Giant,27,100,0 kg
good,90,25,Male,66 cm,729,https://www.superherodb.com/pictures2/portraits/10/100/10454.jpg,88,Yoda,100,George Lucas,Yoda's species,33,52,17 kg
good,28,28,Female,165 cm,727,https://www.superherodb.com/pictures2/portraits/10/100/178.jpg,50,Yellowjacket II,31,Marvel Comics,Human,35,10,52 kg
bad,28,28,Male,185 cm,731,https://www.superherodb.com/pictures2/portraits/10/100/1384.jpg,50,Zoom,100,DC Comics,null,100,10,81 kg
